Publication ID,Title,Year,Publication Type,Publication URL,Journal Name,Researcher ID,Journal ID
11123,Corporate noncompliance: do corporate violations affect bank loan contracting?,2024,Contribution to journal,https://research.monash.edu/en/publications/corporate-noncompliance-do-corporate-violations-affect-bank-loan-,Journal of Banking and Finance,1,1296
11124,Pricing media sentiment: evidence from global mergers and acquisitions,2024,Contribution to journal,https://research.monash.edu/en/publications/pricing-media-sentiment-evidence-from-global-mergers-and-acquisit,Pacific Basin Finance Journal,1,2095
11125,The power of the business media: evidence from firm-level productivity,2024,Contribution to journal,https://research.monash.edu/en/publications/the-power-of-the-business-media-evidence-from-firm-level-producti,Journal of Business Finance and Accounting,1,981
11126,Mergers and acquisitions in the oil and gas sector,2023,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/mergers-and-acquisitions-in-the-oil-and-gas-sector,,1,
11127,Threat of hostile takeover and the cost of seasoned equity offerings,2022,Contribution to journal,https://research.monash.edu/en/publications/threat-of-hostile-takeover-and-the-cost-of-seasoned-equity-offeri,International Journal of Managerial Finance,1,1111
11128,Furs clothing: multinational financial management,2020,Other contribution,https://research.monash.edu/en/publications/furs-clothing-multinational-financial-management,,1,
11129,10-K filing content and SEO flotation costs,2017,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/10-k-filing-content-and-seo-flotation-costs,,1,
11130,Market discipline and deposit guarantee: Evidence from Australian banks,2014,Contribution to journal,https://research.monash.edu/en/publications/market-discipline-and-deposit-guarantee-evidence-from-australian-,International Review of Finance,1,1196
11131,Modern views of Judeo Christian influence on usury and its role in the regulation of money lending practices in Malaysia,2003,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/modern-views-of-judeo-christian-influence-on-usury-and-its-role-i,,1,
11132,The efficiencies in Malaysian Islamic banking operations: an empirical appraisal,2003,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/the-efficiencies-in-malaysian-islamic-banking-operations-an-empir,,1,
11133,Does international financial reporting standards adoption improve or impede comparability? New evidence from Chinese dual-class firms,2025,Contribution to journal,https://research.monash.edu/en/publications/does-international-financial-reporting-standards-adoption-improve,Journal of Business Finance and Accounting,1,981
11134,Is accounting the English language of business? The role of language in IFRS adoption and information loss,2025,Contribution to journal,https://research.monash.edu/en/publications/is-accounting-the-english-language-of-business-the-role-of-langua,Review of Accounting Studies,1,2244
11135,On the marketing effect of financial analysts: evidence from investor bids in SEO auctions,2023,Contribution to journal,https://research.monash.edu/en/publications/on-the-marketing-effect-of-financial-analysts-evidence-from-inves,International Review of Economics and Finance,1,1192
11136,Strategic deviance and cash holdings,2021,Contribution to journal,https://research.monash.edu/en/publications/strategic-deviance-and-cash-holdings,Journal of Business Finance and Accounting,1,981
11137,Strategic deviation and stock return synchronicity,2021,Contribution to journal,https://research.monash.edu/en/publications/strategic-deviation-and-stock-return-synchronicity,"Journal of Accounting, Auditing and Finance",1,1248
11138,CEO severance pay and corporate tax planning,2020,Contribution to journal,https://research.monash.edu/en/publications/ceo-severance-pay-and-corporate-tax-planning,Journal of the American Taxation Association,1,1819
11139,Managerial ability and the shareholder tax sensitivity of dividends,2018,Contribution to journal,https://research.monash.edu/en/publications/managerial-ability-and-the-shareholder-tax-sensitivity-of-dividen,Journal of Financial and Quantitative Analysis,1,1470
11140,Controlling shareholder-manager collusion and tunneling: evidence from China,2014,Contribution to journal,https://research.monash.edu/en/publications/controlling-shareholder-manager-collusion-and-tunneling-evidence-,Corporate Governance: An International Review,1,484
11141,The effect of a politically connected supervisory board and disclosure of ultimate shareholders' identity on the principal–principal conflict,2025,Contribution to journal,https://research.monash.edu/en/publications/the-effect-of-a-politically-connected-supervisory-board-and-discl,Accounting & Finance,1,16
11142,Earnings management in the post-IPO years and their impact on the long-run stock performance of foreign versus domestic IPO firms,2024,Contribution to journal,https://research.monash.edu/en/publications/earnings-management-in-the-post-ipo-years-and-their-impact-on-the,Accounting & Finance,1,16
11143,The effects of auditors’ quality and peripheral services on client-firms’ satisfaction in ISO 9001 quality system auditing,2024,Contribution to journal,https://research.monash.edu/en/publications/the-effects-of-auditors-quality-and-peripheral-services-on-client,IEEE Transactions on Engineering Management,1,880
11144,The effects of political connections on labor investment: evidence from Indonesia,2024,Contribution to journal,https://research.monash.edu/en/publications/the-effects-of-political-connections-on-labor-investment-evidence,China Accounting and Finance Review ,1,395
11145,The effect of stock liquidity on investment efficiency under financing constraints and asymmetric information: evidence from the United States,2021,Contribution to journal,https://research.monash.edu/en/publications/the-effect-of-stock-liquidity-on-investment-efficiency-under-fina,Accounting & Finance,1,16
11146,The role of equity compensation in reducing inefficient investment in labor,2021,Contribution to journal,https://research.monash.edu/en/publications/the-role-of-equity-compensation-in-reducing-inefficient-investmen,Journal of Corporate Finance,1,1373
11147,The effects of IPO mandatory lockups and corporate governance on underpricing: evidence from the Australian Securities Exchange,2020,Contribution to journal,https://research.monash.edu/en/publications/the-effects-of-ipo-mandatory-lockups-and-corporate-governance-on-,"Journal of Accounting, Auditing and Finance",1,1248
11148,"Product market competition, state-ownership, corporate governance and firm performance",2018,Contribution to journal,https://research.monash.edu/en/publications/product-market-competition-state-ownership-corporate-governance-a,Asian Review of Accounting,1,227
11149,"IPO lockups, long run returns, and growth opportunities",2017,Contribution to journal,https://research.monash.edu/en/publications/ipo-lockups-long-run-returns-and-growth-opportunities,"Journal of International Financial Markets, Institutions and Money",1,1587
11150,Impact of changes in the CSI 300 Index constituents,2015,Contribution to journal,https://research.monash.edu/en/publications/impact-of-changes-in-the-csi-300-index-constituents,Emerging Markets Review,1,631
11151,China's Securities reforms and IPO wealth loss,2014,Contribution to journal,https://research.monash.edu/en/publications/chinas-securities-reforms-and-ipo-wealth-loss,Journal of Contemporary Accounting and Economics,1,1368
11152,Pay for performance and corporate governance reform,2012,Contribution to journal,https://research.monash.edu/en/publications/pay-for-performance-and-corporate-governance-reform,Industrial Relations,1,909
11153,The role of board independence in mitigating agency problem II in Australian family firms,2011,Contribution to journal,https://research.monash.edu/en/publications/the-role-of-board-independence-in-mitigating-agency-problem-ii-in,The British Accounting Review,1,317
11154,Expectations and perceptions of overseas students in a post-graduate corporate accounting subject: A research note,2010,Contribution to journal,https://research.monash.edu/en/publications/expectations-and-perceptions-of-overseas-students-in-a-post-gradu,Accounting Education,1,20
11155,"On-market share buybacks, exercisable share options and earnings management",2008,Contribution to journal,https://research.monash.edu/en/publications/on-market-share-buybacks-exercisable-share-options-and-earnings-m,Accounting & Finance,1,16
11156,Directors' remuneration and performance in Australian banking,2007,Contribution to journal,https://research.monash.edu/en/publications/directors-remuneration-and-performance-in-australian-banking,Corporate Governance: An International Review,1,484
11157,An L-Moment Approach for Portfolio Choice under Non-Expected Utility,2025,Contribution to journal,https://research.monash.edu/en/publications/an-l-moment-approach-for-portfolio-choice-under-non-expected-util,Journal of Financial Econometrics,1,1473
11158,Asset pricing with neural networks: significance tests,2024,Contribution to journal,https://research.monash.edu/en/publications/asset-pricing-with-neural-networks-significance-tests,Journal of Econometrics,1,1400
11159,Asymptotic Properties of ReLU FFN Sieve Estimators,2024,Contribution to journal,https://research.monash.edu/en/publications/asymptotic-properties-of-relu-ffn-sieve-estimators,Studies in Nonlinear Dynamics and Econometrics,1,2437
11160,Risk Premia and Levy Jumps: Theory and Evidence,2023,Contribution to journal,https://research.monash.edu/en/publications/risk-premia-and-levy-jumps-theory-and-evidence,Journal of Financial Econometrics,1,1473
11161,Inside the Mind of Investors During the COVID-19 Pandemic: Evidence from the StockTwits Data,2021,Contribution to journal,https://research.monash.edu/en/publications/inside-the-mind-of-investors-during-the-covid-19-pandemic-evidenc,Journal of Financial Data Science,1,
11162,Modelling tail risk with tempered stable distributions: an overview,2021,Contribution to journal,https://research.monash.edu/en/publications/modelling-tail-risk-with-tempered-stable-distributions-an-overvie,Annals of Operations Research,1,137
11163,Quantile-Based Inference for Tempered Stable Distributions,2019,Contribution to journal,https://research.monash.edu/en/publications/quantile-based-inference-for-tempered-stable-distributions,Computational Economics,1,448
11164,Quanto Option Pricing with Lévy Models,2019,Contribution to journal,https://research.monash.edu/en/publications/quanto-option-pricing-with-l%C3%A9vy-models,Computational Economics,1,448
11165,Fractional Calculus and Fractional Processes with Applications to Financial Economics: Theory and Application,2017,Book/Report,https://research.monash.edu/en/publications/fractional-calculus-and-fractional-processes-with-applications-to,,1,
11166,Elliptical tempered stable distribution,2016,Contribution to journal,https://research.monash.edu/en/publications/elliptical-tempered-stable-distribution,Quantitative Finance,1,2193
11167,Analytical-numeric formulas for the probability density function of multivariate stable and geo-stable distributions,2014,Contribution to journal,https://research.monash.edu/en/publications/analytical-numeric-formulas-for-the-probability-density-function-,Journal of Statistical Theory and Practice,1,
11168,Analytic approximation of time-fractional diffusion-wave equation based on connection of fractional and ordinary calculus,2013,Contribution to journal,https://research.monash.edu/en/publications/analytic-approximation-of-time-fractional-diffusion-wave-equation,Journal of Computational Analysis and Applications,1,
11169,Multivariate stable distributions and generating densities,2013,Contribution to journal,https://research.monash.edu/en/publications/multivariate-stable-distributions-and-generating-densities,Applied Mathematics Letters,1,
11170,Approximation of Stable and Geometric Stable Distribution,2012,Contribution to journal,https://research.monash.edu/en/publications/approximation-of-stable-and-geometric-stable-distribution,Journal of Statistical and Econometric Methods,1,
11171,Approximation of fractional derivatives via Gauss integration,2011,Contribution to journal,https://research.monash.edu/en/publications/approximation-of-fractional-derivatives-via-gauss-integration,Annali dell'Universita di Ferrara,1,
11172,Approximation of Laplace transform of fractional derivatives via Clenshaw-Curtis integration,2011,Contribution to journal,https://research.monash.edu/en/publications/approximation-of-laplace-transform-of-fractional-derivatives-via-,International Journal of Computer Mathematics,1,
11173,Improving the Solution of Nonlinear Volterra Integral Equations Using Rationalized Haar s-Functions,2011,Contribution to journal,https://research.monash.edu/en/publications/improving-the-solution-of-nonlinear-volterra-integral-equations-u,Vietnam Journal of Mathematics,1,
11174,Modified Gauss quadrature for ill-posed integral transform,2011,Contribution to journal,https://research.monash.edu/en/publications/modified-gauss-quadrature-for-ill-posed-integral-transform,International Journal of Mathematics and Computation,1,
11175,Using crooked lines for the higher accuracy in system of integral equations,2011,Contribution to journal,https://research.monash.edu/en/publications/using-crooked-lines-for-the-higher-accuracy-in-system-of-integral,Journal of Applied Mathematics and Computing,1,
11176,Fourier approximation for integral equations on the real line,2009,Contribution to journal,https://research.monash.edu/en/publications/fourier-approximation-for-integral-equations-on-the-real-line,Mathematical Problems in Engineering,1,
11177,Startrack Holdings: a case of inclusive leadership and decision-making,2025,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/startrack-holdings-a-case-of-inclusive-leadership-and-decision-ma,,1,
11178,Implementing online discussion boards to enhance professional skills and news reading habits in accounting students,2024,Contribution to journal,https://research.monash.edu/en/publications/implementing-online-discussion-boards-to-enhance-professional-ski,Accounting Education,1,20
11179,Missing voices in GRI standards? Distinct material concerns of Latin American stakeholders revealed by COVID-19,2023,Contribution to journal,https://research.monash.edu/en/publications/missing-voices-in-gri-standards-distinct-material-concerns-of-lat,"Accounting, Auditing & Accountability Journal",1,19
11180,Will the revisions to GRI 303 improve corporate water reporting? The challenges of defining and operationalising “water stress”,2023,Contribution to journal,https://research.monash.edu/en/publications/will-the-revisions-to-gri-303-improve-corporate-water-reporting-t,Meditari Accountancy Research,1,1990
11181,"Australian corporate political donation disclosures: frequency, quality, and characteristics associated with disclosing companies",2019,Contribution to journal,https://research.monash.edu/en/publications/australian-corporate-political-donation-disclosures-frequency-qua,"Accounting, Auditing & Accountability Journal",1,19
11182,The challenges and opportunities of implementing general purpose groundwater accounting in Australia,2018,Contribution to journal,https://research.monash.edu/en/publications/the-challenges-and-opportunities-of-implementing-general-purpose-,Australasian Journal of Environmental Management,1,245
11183,Potential users' perceptions of general purpose water accounting reports,2016,Contribution to journal,https://research.monash.edu/en/publications/potential-users-perceptions-of-general-purpose-water-accounting-r,"Accounting, Auditing & Accountability Journal",1,19
11184,Incorporating Citizens: Corporate Political Engagement with Climate Change in Australia,2015,Contribution to journal,https://research.monash.edu/en/publications/incorporating-citizens-corporate-political-engagement-with-climat,Social and Environmental Accountability Journal,1,2339
11185,From risks to shared value? Corporate strategies in building a global water accounting and disclosure regime,2013,Contribution to journal,https://research.monash.edu/en/publications/from-risks-to-shared-value-corporate-strategies-in-building-a-glo,Social and Environmental Accountability Journal,1,2339
11186,Sustainability practices: Trends in New Zealand businesses,2012,Contribution to journal,https://research.monash.edu/en/publications/sustainability-practices-trends-in-new-zealand-businesses,Social and Environmental Accountability Journal,1,2339
11187,"Trading volume, realized volatility and jumps in the Australian stock market",2014,Contribution to journal,https://research.monash.edu/en/publications/trading-volume-realized-volatility-and-jumps-in-the-australian-st,"Journal of International Financial Markets, Institutions and Money",1,1587
11188,Forecasting earnings and returns: a review of recent advancements,2022,Contribution to journal,https://research.monash.edu/en/publications/forecasting-earnings-and-returns-a-review-of-recent-advancements,Journal of Finance and Data Science,1,
11189,The burden of national debt: evidence from mergers and acquisitions,2024,Contribution to journal,https://research.monash.edu/en/publications/the-burden-of-national-debt-evidence-from-mergers-and-acquisition,Review of Corporate Finance Studies,1,2250
11190,Central hub M&A advisors,2021,Contribution to journal,https://research.monash.edu/en/publications/central-hub-mampa-advisors,Review of Finance,1,2260
11191,The value-added role of industry specialist advisors in M&As,2017,Contribution to journal,https://research.monash.edu/en/publications/the-value-added-role-of-industry-specialist-advisors-in-mampas,Journal of Banking and Finance,1,1296
11192,Extraordinary acquirers,2015,Contribution to journal,https://research.monash.edu/en/publications/extraordinary-acquirers,Journal of Financial Economics,1,1475
11193,Measuring the Impact of The One Box Program: Lived Experiences of Food Relief: Insights from The One Box Beneficiaries – A Longitudinal Study,2025,Book/Report,https://research.monash.edu/en/publications/measuring-the-impact-of-the-one-box-program-lived-experiences-of-,,1,
11194,This is not an experiment: using vignettes in qualitative accounting research,2025,Contribution to journal,https://research.monash.edu/en/publications/this-is-not-an-experiment-usingvignettes-in-qualitative-accountin,"Accounting, Auditing & Accountability Journal",1,19
11195,Measuring the Impact of The One Box Program: Mental Wellbeing and Refugee Resettlement - A Longitudinal Study,2024,Book/Report,https://research.monash.edu/en/publications/measuring-the-impact-of-the-one-box-program-mental-wellbeing-and-,,1,
11196,Coordination in a not-for-profit organisation during the COVID-19 pandemic: organisational sensemaking during planning meetings,2023,Contribution to journal,https://research.monash.edu/en/publications/coordination-in-a-not-for-profit-organisation-during-the-covid-19,"Accounting, Auditing & Accountability Journal",1,19
11197,Comparative Financial Analysis 2021: How Does One Box Compare to Other Food Relief Charities?,2022,Book/Report,https://research.monash.edu/en/publications/comparative-financial-analysis-2021-how-does-one-box-compare-to-o,,1,
11198,Food Insecurity in South Australian Primary Schools: Report on Additional Findings,2022,Book/Report,https://research.monash.edu/en/publications/food-insecurity-in-south-australian-primary-schools-report-on-add,,1,
11199,Measuring the Impact of The One Box Program: Evaluation and Confirmation of The Beneficiary Outcome Scorecard with Key Stakeholders,2022,Book/Report,https://research.monash.edu/en/publications/measuring-the-impact-of-the-one-box-program-evaluation-and-confir,,1,
11200,Paradoxical tensions of the COVID-19 pandemic: a paradox theory perspective on the role of management control systems in helping organizations survive crises,2022,Contribution to journal,https://research.monash.edu/en/publications/paradoxical-tensions-of-the-covid-19-pandemic-a-paradox-theory-pe,"Accounting, Auditing & Accountability Journal",1,19
11201,"Australian not-for-profit sector views on the conceptual framework, accounting standards and accounting information",2021,Contribution to journal,https://research.monash.edu/en/publications/australian-not-for-profit-sector-views-on-the-conceptual-framewor,Accounting & Finance,1,16
11202,Comparative Financial Analysis 2020: How Does One Box Compare to Other Food Relief Charities?,2021,Book/Report,https://research.monash.edu/en/publications/comparative-financial-analysis-2020-how-does-one-box-compare-to-o,,1,
11203,Coping with COVID-19: the role of accounting in shaping charities' financial resilience,2021,Contribution to journal,https://research.monash.edu/en/publications/coping-with-covid-19-the-role-of-accounting-in-shaping-charities-,"Accounting, Auditing & Accountability Journal",1,19
11204,Measuring the Impact of The One Box Program: Development of A Beneficiary Outcome Scorecard,2021,Book/Report,https://research.monash.edu/en/publications/measuring-the-impact-of-the-one-box-program-development-of-a-bene,,1,
11205,Testing cause-and-effect relationships within a balanced scorecard,2021,Contribution to journal,https://research.monash.edu/en/publications/testing-cause-and-effect-relationships-within-a-balanced-scorecar,Accounting & Finance,1,16
11206,Comparative Financial Analysis: How Does One Box Compare to Other Food Relief Charities?,2020,Book/Report,https://research.monash.edu/en/publications/comparative-financial-analysis-how-does-one-box-compare-to-other-,,1,
11207,Does gender matter? The association between gender and the use of management control systems and performance measures,2020,Contribution to journal,https://research.monash.edu/en/publications/does-gender-matter-the-association-between-gender-and-the-use-of-,Accounting & Finance,1,16
11208,Imprinting founders’ blueprints on management control systems,2020,Contribution to journal,https://research.monash.edu/en/publications/imprinting-founders-blueprints-on-management-control-systems,Management Accounting Research,1,1943
11209,University dean personal characteristics and use of management control systems and performance measures,2020,Contribution to journal,https://research.monash.edu/en/publications/university-dean-personal-characteristics-and-use-of-management-co,Studies in Higher Education,1,2435
11210,The emergence of management controls in an entrepreneurial company,2019,Contribution to journal,https://research.monash.edu/en/publications/the-emergence-of-management-controls-in-an-entrepreneurial-compan,Accounting & Finance,1,16
11211,"The Royal Republic of Ladonia: a micronation built of driftwood, concrete and bytes",2019,Contribution to journal,https://research.monash.edu/en/publications/the-royal-republic-of-ladonia-a-micronation-built-of-driftwood-co,Shima: the international journal of research into island cultures,1,
11212,The principality of Hutt River: a territory marooned in the Western Australian outback,2018,Contribution to journal,https://research.monash.edu/en/publications/the-principality-of-hutt-river-a-territory-marooned-in-the-wester,Shima: the international journal of research into island cultures,1,
11213,Life cycle cost analysis of Australian route buses,2016,Book/Report,https://research.monash.edu/en/publications/life-cycle-cost-analysis-of-australian-route-buses,,1,
11214,Measuring organisational capabilities in the higher education sector,2015,Contribution to journal,https://research.monash.edu/en/publications/measuring-organisational-capabilities-in-the-higher-education-sec,Education and Training,1,
11215,"GAAP, GFS and AASB 1049: Perceptions of public sector stakeholders",2013,Contribution to journal,https://research.monash.edu/en/publications/gaap-gfs-and-aasb-1049-perceptions-of-public-sector-stakeholders,Accounting & Finance,1,16
11216,Conceptual framework issues: Perspectives of Australian public sector stakeholders,2012,Contribution to journal,https://research.monash.edu/en/publications/conceptual-framework-issues-perspectives-of-australian-public-sec,Accounting and Business Research,1,15
11217,The impact of total quality management adoption on small and medium enterprises' financial performance,2012,Contribution to journal,https://research.monash.edu/en/publications/the-impact-of-total-quality-management-adoption-on-small-and-medi,Accounting & Finance,1,16
11218,Embracing an era of rising family quality of life research,2011,Contribution to journal,https://research.monash.edu/en/publications/embracing-an-era-of-rising-family-quality-of-life-research,Journal of Intellectual Disabilities,1,
11219,Decision usefulness of cash and accrual information: Public sector managers' perceptions,2010,Contribution to journal,https://research.monash.edu/en/publications/decision-usefulness-of-cash-and-accrual-information-public-sector,Australian Accounting Review,1,252
11220,Employment for People with Intellectual Disabilities: The Effect of Different Methods of Employment on Job Satisfaction and Quality of Life,2010,Book/Report,https://research.monash.edu/en/publications/employment-for-people-with-intellectual-disabilities-the-effect-o,,1,
11221,Enhancing the Quality of Life of People with Intellectual Disabilities: From Theory to Practice,2010,Book/Report,https://research.monash.edu/en/publications/enhancing-the-quality-of-life-of-people-with-intellectual-disabil,,1,
11222,Mind your accruals: Perceived usefulness of financial information in the Australian public sector under different accounting systems,2010,Contribution to journal,https://research.monash.edu/en/publications/mind-your-accruals-perceived-usefulness-of-financial-information-,Financial Accountability and Management,1,758
11223,Preface,2010,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/preface-335,,1,
11224,Quality of life of families with children with intellectual disabilities in Slovenia,2010,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/quality-of-life-of-families-with-children-with-intellectual-disab,,1,
11225,The effect of employment on the quality of life of people with intellectual disabilities: a review of the literature,2010,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/the-effect-of-employment-on-the-quality-of-life-of-people-with-in,,1,
11226,Using quality of life to assess performance of agencies assisting people with intellectual disabilities,2010,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/using-quality-of-life-to-assess-performance-of-agencies-assisting,,1,
11227,Using quality of life to evaluate outcomes and measure effectiveness,2009,Contribution to journal,https://research.monash.edu/en/publications/using-quality-of-life-to-evaluate-outcomes-and-measure-effectiven,Journal of Policy and Practice in Intellectual Disabilities,1,
11228,The interrelationship between management control mechanisms and strategy,2007,Contribution to journal,https://research.monash.edu/en/publications/the-interrelationship-between-management-control-mechanisms-and-s,Management Accounting Research,1,1943
11229,Using quality of life to assess performance in the disability services sector,2006,Contribution to journal,https://research.monash.edu/en/publications/using-quality-of-life-to-assess-performance-in-the-disability-ser,Applied Research in Quality of Life,1,2191
11230,The effect of different types of employment on quality of life,2005,Contribution to journal,https://research.monash.edu/en/publications/the-effect-of-different-types-of-employment-on-quality-of-life,Journal of Intellectual Disability Research,1,
11231,Bettina's boutique: A financial statement analysis and business valuation case study,2003,Contribution to journal,https://research.monash.edu/en/publications/bettinas-boutique-a-financial-statement-analysis-and-business-val,Accounting Research Journal,1,29
11232,Change in strategy and MCS: A match over time?,2003,Contribution to journal,https://research.monash.edu/en/publications/change-in-strategy-and-mcs-a-match-over-time,Advances in Accounting,1,50
11233,Factor stability of the Schalock and Keith (1993) Quality of Life Questionnaire,2002,Contribution to journal,https://research.monash.edu/en/publications/factor-stability-of-the-schalock-and-keith-1993-quality-of-life-q,Mental Retardation,1,
11234,For fun or profit? An evaluation of an accounting simulation game for university students,2002,Contribution to journal,https://research.monash.edu/en/publications/for-fun-or-profit-an-evaluation-of-an-accounting-simulation-game-,Accounting Research Journal,1,29
11235,Developing writing skills; a large class experience: a teaching note,1999,Contribution to journal,https://research.monash.edu/en/publications/developing-writing-skills-a-large-class-experience-a-teaching-not,Accounting Education,1,20
11236,The impact of employment on the quality of life of people with an intellectual disability,1999,Contribution to journal,https://research.monash.edu/en/publications/the-impact-of-employment-on-the-quality-of-life-of-people-with-an-2,Journal of Vocational Rehabilitation,1,
11237,Financial inclusion for people with disability: a scoping review,2024,Contribution to journal,https://research.monash.edu/en/publications/financial-inclusion-for-people-with-disability-a-scoping-review,Global Health Action,1,
11238,Monitoring and loan pricing: do microfinance institutions extract rents from entrepreneurs?,2024,Contribution to journal,https://research.monash.edu/en/publications/monitoring-and-loan-pricing-do-microfinance-institutions-extract-,The Quarterly Journal of Finance,1,2196
11239,"Violence against women, innate preferences and financial inclusion",2024,Contribution to journal,https://research.monash.edu/en/publications/violence-against-women-innate-preferences-and-financial-inclusion,Pacific Basin Finance Journal,1,2095
11240,Reaching out to the unbanked: the role of political ideology in financial inclusion,2022,Contribution to journal,https://research.monash.edu/en/publications/reaching-out-to-the-unbanked-the-role-of-political-ideology-in-fi,Journal of International Money and Finance,1,1594
11241,Delegated monitoring in crowdfunded microfinance: evidence from Kiva,2021,Contribution to journal,https://research.monash.edu/en/publications/delegated-monitoring-in-crowdfunded-microfinance-evidence-from-ki,Journal of Corporate Finance,1,1373
11242,Gender differences in the repayment of microcredit: the mediating role of trustworthiness,2020,Contribution to journal,https://research.monash.edu/en/publications/gender-differences-in-the-repayment-of-microcredit-the-mediating-,Journal of Banking and Finance,1,1296
11243,"Planning and managing open innovative ecosystems, data and government",2020,Chapter in Book/Report/Conference proceeding,https://research.monash.edu/en/publications/planning-and-managing-open-innovative-ecosystems-data-and-governm,,1,
11244,"Violence against women and new venture initiation with microcredit: self-efficacy, fear of failure, and disaster experiences",2019,Contribution to journal,https://research.monash.edu/en/publications/violence-against-women-and-new-venture-initiation-with-microcredi,Journal of Business Venturing,1,1327
11245,Gender differences in entrepreneurial propensity: evidence from matrilineal and patriarchal societies,2018,Contribution to journal,https://research.monash.edu/en/publications/gender-differences-in-entrepreneurial-propensity-evidence-from-ma,Journal of Business Venturing,1,1327
11246,Lender–entrepreneur relationships and credit risk: a global analysis of microfinance institutions,2017,Contribution to journal,https://research.monash.edu/en/publications/lenderentrepreneur-relationships-and-credit-risk-a-global-analysi,International Small Business Journal,1,1204
11247,Performance of microfinance institutions: does government ideology matter?,2017,Contribution to journal,https://research.monash.edu/en/publications/performance-of-microfinance-institutions-does-government-ideology,World Development,1,2664
11248,Exposure to Intimate Partner Violence and Repayment of Microcredit: Evidence from Field Experiments in Bangladesh,2016,Contribution to journal,https://research.monash.edu/en/publications/exposure-to-intimate-partner-violence-and-repayment-of-microcredi,Journal of Banking and Finance,1,1296
11249,Profit Orientation of Microfinance Institutions and Provision of Financial Capital to Business Start-Ups,2016,Contribution to journal,https://research.monash.edu/en/publications/profit-orientation-of-microfinance-institutions-and-provision-of-,International Small Business Journal,1,1204
11250,Selection of borrowing partners in joint liability-based microcredit: Evidence from framed field experiments in Bangladesh,2015,Contribution to journal,https://research.monash.edu/en/publications/selection-of-borrowing-partners-in-joint-liability-based-microcre,Entrepreneurship: Theory and Practice,1,656
11251,Impact of microfinance on seasonal hardship in northern Bangladesh: A propensity score matching approach,2012,Contribution to journal,https://research.monash.edu/en/publications/impact-of-microfinance-on-seasonal-hardship-in-northern-banglades,Journal of South Asian Development,1,1780
11252,How do climate change strategy disclosure and investment horizon jointly influence investor judgments?,2025,Contribution to journal,https://research.monash.edu/en/publications/how-do-climate-change-strategy-disclosure-and-investment-horizon-,European Accounting Review,1,2493
11253,"Investors’ reactions to cybersecurity incidents: the joint effects of disclosure tone, critical audit matters, and IT knowledge",2024,Contribution to journal,https://research.monash.edu/en/publications/investors-reactions-to-cybersecurity-incidents-the-joint-effects-,European Accounting Review,1,2493
11254,Comments of the AFAANZ auditing and assurance standards committee on proposed international standard on auditing ISA for LCE,2022,Contribution to journal,https://research.monash.edu/en/publications/comments-of-the-afaanz-auditing-and-assurance-standards-committee-2,Accounting & Finance,1,16
11255,Consequences of ethical and audit violations: evidence from the PCAOB settled disciplinary orders,2022,Contribution to journal,https://research.monash.edu/en/publications/consequences-of-ethical-and-audit-violations-evidence-from-the-pc,Journal of Business Ethics,1,1319
11256,Does the length of the cooling-off period affect audit quality?,2022,Contribution to journal,https://research.monash.edu/en/publications/does-the-length-of-the-cooling-off-period-affect-audit-quality,Auditing: A Journal of Practice & Theory,1,239
11257,What are the trends in PCAOB inspections and the reported audit deficiencies?,2022,Contribution to journal,https://research.monash.edu/en/publications/what-are-the-trends-in-pcaob-inspections-and-the-reported-audit-d,"Journal of Accounting, Auditing and Finance",1,1248
11258,Comments of the AFAANZ Auditing and Assurance Standards Committee on Proposed International Standard on Auditing 600 (ED 600),2021,Contribution to journal,https://research.monash.edu/en/publications/comments-of-the-afaanz-auditing-and-assurance-standards-committee,Accounting & Finance,1,16
11259,Corporate deleveraging and financial flexibility: a Chinese case-study,2020,Contribution to journal,https://research.monash.edu/en/publications/corporate-deleveraging-and-financial-flexibility-a-chinese-case-s,Pacific Basin Finance Journal,1,2095
11260,Fostering creativity in audit through co-created role-play,2020,Contribution to journal,https://research.monash.edu/en/publications/fostering-creativity-in-audit-through-co-created-role-play,Accounting Education,1,20
11261,Group audits and earnings informativeness,2020,Contribution to journal,https://research.monash.edu/en/publications/group-audits-and-earnings-informativeness,International Journal of Auditing,1,994
11262,Does resolution time really matter? Evidence from Chapter 11 firms,2025,Contribution to journal,https://research.monash.edu/en/publications/does-resolution-time-really-matter-evidence-from-chapter-11-firms,The Financial Review,1,
11263,The probability of Chapter 11 firms refiling again: a censored hazard approach,2025,Contribution to journal,https://research.monash.edu/en/publications/the-probability-of-chapter-11-firms-refiling-again-a-censored-haz,Applied Economics,1,160
